cm_id,example_id,relation,subrelation,field,context,CM,target_tags,target_tokens,all_annotations,auto_adjudication,relation_presence,sousrelations_identified,nb_subrelations_identified,subrelation_presence,comment,comment_A2,comment_adj,presence_extracted,POS_Tags,NER_Tags,Lemmas,Dependencies
M97,985,meronymie,Expression des parties locatives ou temporelles,medicine,"la respuesta a el fármaco , este polimorfismo se encuentra determinado por la enzima localizada en el hígado y corazón , razón por la cual el polimorfismo de la N-acetilación ha sido implicado","la enzima localizada en el hígado y corazón ,","['AFS', 'N5-6S', 'VC--SF', 'P', 'AMS', 'N5-MS', 'C', 'N5-MS', 'Z']","['la', 'enzima', 'localizada', 'en', 'el', 'hígado', 'y', 'corazón', ',']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('la', 'DET'), ('enzima', 'NOUN'), ('localizada', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('hígado', 'NOUN'), ('y', 'CCONJ'), ('corazón', 'NOUN'), (',', 'PUNCT')]",[],"[('la', 'el'), ('enzima', 'enzima'), ('localizada', 'localizado'), ('en', 'en'), ('el', 'el'), ('hígado', 'hígado'), ('y', 'y'), ('corazón', 'corazón'), (',', ',')]","[('la', 2, 'det'), ('enzima', 0, 'root'), ('localizada', 2, 'amod'), ('en', 6, 'case'), ('el', 6, 'det'), ('hígado', 3, 'obl'), ('y', 8, 'cc'), ('corazón', 6, 'conj'), (',', 2, 'punct')]"
M97,986,meronymie,Expression des parties locatives ou temporelles,environment,"metros de aquellas fachadas que están más cerca_de la carretera . Si los puntos están situados en frente o muy cerca_de una ventana , se debe indicar si las medidas se han tomado",los puntos están situados en frente o muy cerca_de,"['AMP', 'N5-MP', 'VDR3P-', 'VC--PM', 'P', 'N5-6S', 'C', 'D', 'P']","['los', 'puntos', 'están', 'situados', 'en', 'frente', 'o', 'muy', 'cerca_de']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('los', 'DET'), ('puntos', 'NOUN'), ('están', 'AUX'), ('situados', 'ADJ'), ('en', 'ADP'), ('frente', 'NOUN'), ('o', 'CCONJ'), ('muy', 'ADV'), ('cerca_de', 'ADJ')]",[],"[('los', 'el'), ('puntos', 'punto'), ('están', 'estar'), ('situados', 'situado'), ('en', 'en'), ('frente', 'frente'), ('o', 'o'), ('muy', 'mucho'), ('cerca_de', 'cerca_de')]","[('los', 2, 'det'), ('puntos', 4, 'nsubj'), ('están', 4, 'cop'), ('situados', 0, 'root'), ('en', 4, 'advmod'), ('frente', 5, 'fixed'), ('o', 9, 'cc'), ('muy', 9, 'advmod'), ('cerca_de', 4, 'conj')]"
M97,987,meronymie,Expression des parties locatives ou temporelles,law,": Se considerará que integran la herencia los bienes y derechos de el testador dispuestos en legados o en donaciones por causa de muerte , los créditos de el testador contra el",el testador dispuestos en legados o en donaciones,"['AMS', 'N5-MS', 'VC--PM', 'P', 'N5-MP', 'C', 'P', 'N5-FP']","['el', 'testador', 'dispuestos', 'en', 'legados', 'o', 'en', 'donaciones']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('el', 'DET'), ('testador', 'NOUN'), ('dispuestos', 'ADJ'), ('en', 'ADP'), ('legados', 'NOUN'), ('o', 'CCONJ'), ('en', 'ADP'), ('donaciones', 'NOUN')]",[],"[('el', 'el'), ('testador', 'testador'), ('dispuestos', 'dispuesto'), ('en', 'en'), ('legados', 'legado'), ('o', 'o'), ('en', 'en'), ('donaciones', 'donación')]","[('el', 2, 'det'), ('testador', 0, 'root'), ('dispuestos', 2, 'amod'), ('en', 5, 'case'), ('legados', 3, 'obl'), ('o', 8, 'cc'), ('en', 8, 'case'), ('donaciones', 5, 'conj')]"
M97,988,meronymie,Expression des parties locatives ou temporelles,environment,"freatófitos ( ver foto 3.2 ) . De el mismo modo , los suelos situados en áreas con capa freática somera poseen características diferentes de las de los suelos vecinos en",los suelos situados en áreas con capa,"['AMP', 'N5-MP', 'VC--PM', 'P', 'N5-FP', 'P', 'N5-FS']","['los', 'suelos', 'situados', 'en', 'áreas', 'con', 'capa']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('los', 'DET'), ('suelos', 'NOUN'), ('situados', 'ADJ'), ('en', 'ADP'), ('áreas', 'NOUN'), ('con', 'ADP'), ('capa', 'NOUN')]",[],"[('los', 'el'), ('suelos', 'suelo'), ('situados', 'situado'), ('en', 'en'), ('áreas', 'área'), ('con', 'con'), ('capa', 'capa')]","[('los', 2, 'det'), ('suelos', 0, 'root'), ('situados', 2, 'amod'), ('en', 5, 'case'), ('áreas', 3, 'obl'), ('con', 7, 'case'), ('capa', 5, 'nmod')]"
M97,989,meronymie,Expression des parties locatives ou temporelles,environment,la torre en la que se encuentra situado el receptor solar . Los espejos están ubicados en círculos concéntricos variando la superficie de los mismos en función de su distancia,Los espejos están ubicados en círculos,"['AMP', 'N5-MP', 'VDR3P-', 'VC--PM', 'P', 'N5-MP']","['Los', 'espejos', 'están', 'ubicados', 'en', 'círculos']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('Los', 'DET'), ('espejos', 'NOUN'), ('están', 'AUX'), ('ubicados', 'ADJ'), ('en', 'ADP'), ('círculos', 'NOUN')]",[],"[('Los', 'el'), ('espejos', 'espejo'), ('están', 'estar'), ('ubicados', 'ubicado'), ('en', 'en'), ('círculos', 'círculo')]","[('Los', 2, 'det'), ('espejos', 4, 'nsubj'), ('están', 4, 'cop'), ('ubicados', 0, 'root'), ('en', 6, 'case'), ('círculos', 4, 'obl')]"
M97,990,meronymie,Expression des parties locatives ou temporelles,linguistics,"manchas , sino de blobs . Así continua : « Muchas de las neuronas localizadas en los blobs son selectivas a el color » , « Estas propiedades contrastan con",las neuronas localizadas en los blobs,"['AFP', 'N5-FP', 'VC--PF', 'P', 'AMP', 'N5-66']","['las', 'neuronas', 'localizadas', 'en', 'los', 'blobs']","['oui', 'oui', 'oui', 'oui']",5.0,oui,"['Parties non organisées', 'Expression des parties locatives ou temporelles']",2.0,oui+,,,,elévée,"[('las', 'DET'), ('neuronas', 'NOUN'), ('localizadas', 'ADJ'), ('en', 'ADP'), ('los', 'DET'), ('blobs', 'NOUN')]",[],"[('las', 'el'), ('neuronas', 'neurona'), ('localizadas', 'localizar'), ('en', 'en'), ('los', 'el'), ('blobs', 'blob')]","[('las', 2, 'det'), ('neuronas', 0, 'root'), ('localizadas', 2, 'acl'), ('en', 6, 'case'), ('los', 6, 'det'), ('blobs', 3, 'obl')]"
M97,991,meronymie,Expression des parties locatives ou temporelles,linguistics,"el colectivo pakistaní en Barcelona refleja una pauta de asentamiento urbana . La comunidad está ubicada en la ciudad y dedicada prioritariamente a trabajos propiamente urbanos , y esta pauta se repite",La comunidad está ubicada en la ciudad y,"['AFS', 'N5-FS', 'VDR3S-', 'VC--SF', 'P', 'AFS', 'N5-FS', 'C']","['La', 'comunidad', 'está', 'ubicada', 'en', 'la', 'ciudad', 'y']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('La', 'DET'), ('comunidad', 'NOUN'), ('está', 'AUX'), ('ubicada', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('ciudad', 'NOUN'), ('y', 'CCONJ')]",[],"[('La', 'el'), ('comunidad', 'comunidad'), ('está', 'estar'), ('ubicada', 'ubicado'), ('en', 'en'), ('la', 'el'), ('ciudad', 'ciudad'), ('y', 'y')]","[('La', 2, 'det'), ('comunidad', 4, 'nsubj'), ('está', 4, 'cop'), ('ubicada', 0, 'root'), ('en', 7, 'case'), ('la', 7, 'det'), ('ciudad', 4, 'nmod'), ('y', 4, 'cc')]"
M97,992,meronymie,Expression des parties locatives ou temporelles,linguistics,de investigación El diseño o protocolo de una investigación consiste en establecer una serie de fases dispuestas en el orden cronológico de su aplicación para desarrollar la investigación y llegar a los,una serie de fases dispuestas en el orden,"['E6--FS', 'N5-FS', 'P', 'N5-FP', 'VC--PF', 'P', 'AMS', 'N5-6S']","['una', 'serie', 'de', 'fases', 'dispuestas', 'en', 'el', 'orden']","['oui', 'oui', 'oui', 'oui']",5.0,oui,"['Parties organisées', 'Expression des parties locatives ou temporelles']",2.0,oui+,,,,elévée,"[('una', 'DET'), ('serie', 'NOUN'), ('de', 'ADP'), ('fases', 'NOUN'), ('dispuestas', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('orden', 'NOUN')]",[],"[('una', 'uno'), ('serie', 'serie'), ('de', 'de'), ('fases', 'fase'), ('dispuestas', 'dispuesto'), ('en', 'en'), ('el', 'el'), ('orden', 'orden')]","[('una', 2, 'det'), ('serie', 0, 'root'), ('de', 4, 'case'), ('fases', 2, 'nmod'), ('dispuestas', 4, 'amod'), ('en', 8, 'case'), ('el', 8, 'det'), ('orden', 5, 'obl')]"
M97,993,meronymie,Expression des parties locatives ou temporelles,linguistics,"6 ) Puntuales : flashear,_primerear,_shockear,_tacklear,_telonear,_fogonear . xxx Mientras que en el primero el énfasis está puesto en el argumento externo y en la agentividad , en el segundo grupo el acento",el énfasis está puesto en el argumento,"['AMS', 'N5-66', 'VDR3S-', 'VC--SM', 'P', 'AMS', 'N5-MS']","['el', 'énfasis', 'está', 'puesto', 'en', 'el', 'argumento']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('el', 'DET'), ('énfasis', 'NOUN'), ('está', 'AUX'), ('puesto', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('argumento', 'NOUN')]",[],"[('el', 'el'), ('énfasis', 'énfasis'), ('está', 'estar'), ('puesto', 'puesto'), ('en', 'en'), ('el', 'el'), ('argumento', 'argumento')]","[('el', 2, 'det'), ('énfasis', 4, 'nsubj'), ('está', 4, 'cop'), ('puesto', 0, 'root'), ('en', 7, 'case'), ('el', 7, 'det'), ('argumento', 4, 'obl')]"
M97,994,meronymie,Expression des parties locatives ou temporelles,computer_science,regresar a su página principal si hacen clic sobre el icono de la casita situado en la parte superior de la pantalla . Aunque le he tomado bastante cariño a,la casita situado en la parte,"['AFS', 'N5-66', 'HMS', 'P', 'AFS', 'N5-6S']","['la', 'casita', 'situado', 'en', 'la', 'parte']","['oui', 'non', 'oui', nan]",1.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,Zone-lieu,elévée,"[('la', 'DET'), ('casita', 'NOUN'), ('situado', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('parte', 'NOUN')]",[],"[('la', 'el'), ('casita', 'casita'), ('situado', 'situado'), ('en', 'en'), ('la', 'el'), ('parte', 'parte')]","[('la', 2, 'det'), ('casita', 0, 'root'), ('situado', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('parte', 3, 'obl')]"
M97,995,meronymie,Expression des parties locatives ou temporelles,computer_science,"inalámbrica . A el comienzo de el experimento sólo están involucrados en el proceso de transmisión clientes situados en la red cableada . Como puede observar se en la figura , durante este",el proceso de transmisión clientes situados en la red,"['AMS', 'N5-MS', 'P', 'N5-FS', 'N5-6P', 'VC--PM', 'P', 'AFS', 'N5-FS']","['el', 'proceso', 'de', 'transmisión', 'clientes', 'situados', 'en', 'la', 'red']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('el', 'DET'), ('proceso', 'NOUN'), ('de', 'ADP'), ('transmisión', 'NOUN'), ('clientes', 'ADJ'), ('situados', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('red', 'NOUN')]",[],"[('el', 'el'), ('proceso', 'proceso'), ('de', 'de'), ('transmisión', 'transmisión'), ('clientes', 'cliente'), ('situados', 'situado'), ('en', 'en'), ('la', 'el'), ('red', 'red')]","[('el', 2, 'det'), ('proceso', 0, 'root'), ('de', 4, 'case'), ('transmisión', 2, 'nmod'), ('clientes', 4, 'amod'), ('situados', 2, 'amod'), ('en', 9, 'case'), ('la', 9, 'det'), ('red', 6, 'obl')]"
M97,996,meronymie,Expression des parties locatives ou temporelles,computer_science,"dicho . Como todos los brazos se desplazan solidariamente , cuando tengamos una cabeza de lectura colocada en la pista 72 , por ejemplo , de la cara 6 de un cargador de 11 discos","una cabeza de lectura colocada en la pista 72 , por","['E6--FS', 'N5-FS', 'P', 'N5-FS', 'HFS', 'P', 'AFS', 'N5-FS', 'X', 'Z', 'P']","['una', 'cabeza', 'de', 'lectura', 'colocada', 'en', 'la', 'pista', '72', ',', 'por']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('una', 'DET'), ('cabeza', 'NOUN'), ('de', 'ADP'), ('lectura', 'NOUN'), ('colocada', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('pista', 'NOUN'), ('72', 'NUM'), (',', 'PUNCT'), ('por', 'ADP')]",[],"[('una', 'uno'), ('cabeza', 'cabeza'), ('de', 'de'), ('lectura', 'lectura'), ('colocada', 'colocado'), ('en', 'en'), ('la', 'el'), ('pista', 'pista'), ('72', '72'), (',', ','), ('por', 'por')]","[('una', 2, 'det'), ('cabeza', 0, 'root'), ('de', 4, 'case'), ('lectura', 2, 'nmod'), ('colocada', 2, 'amod'), ('en', 8, 'case'), ('la', 8, 'det'), ('pista', 5, 'obl'), ('72', 8, 'appos'), (',', 2, 'punct'), ('por', 2, 'punct')]"
M97,997,meronymie,Expression des parties locatives ou temporelles,medicine,"debidas a impactos violentos en la mano o el hombro , con la rotura localizada en la unión de los tercios lateral e intermedio , donde cambia la curvadura , ya",la rotura localizada en la unión de,"['AFS', 'N5-FS', 'VC--SF', 'P', 'AFS', 'N5-FS', 'P']","['la', 'rotura', 'localizada', 'en', 'la', 'unión', 'de']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('la', 'DET'), ('rotura', 'NOUN'), ('localizada', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('unión', 'NOUN'), ('de', 'ADP')]",[],"[('la', 'el'), ('rotura', 'rotura'), ('localizada', 'localizado'), ('en', 'en'), ('la', 'el'), ('unión', 'unión'), ('de', 'de')]","[('la', 2, 'det'), ('rotura', 0, 'root'), ('localizada', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('unión', 3, 'obl'), ('de', 2, 'punct')]"
M97,998,meronymie,Expression des parties locatives ou temporelles,medicine,"en mutaciones que afecten a los genes de inmunoglobulinas . Sin_embargo , los loci de inmunoglobulinas están situados en los cromosomas 2 , 14 y 22 ( Tabla 7.13 ) , y las agamaglobulinemias no han","los loci de inmunoglobulinas están situados en los cromosomas 2 , 14","['AMP', 'N5-MP', 'P', 'N5-FP', 'VDR3P-', 'VC--PM', 'P', 'AMP', 'N5-MP', 'X', 'Z', 'X']","['los', 'loci', 'de', 'inmunoglobulinas', 'están', 'situados', 'en', 'los', 'cromosomas', '2', ',', '14']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('los', 'DET'), ('loci', 'NOUN'), ('de', 'ADP'), ('inmunoglobulinas', 'NOUN'), ('están', 'AUX'), ('situados', 'ADJ'), ('en', 'ADP'), ('los', 'DET'), ('cromosomas', 'NOUN'), ('2', 'NUM'), (',', 'PUNCT'), ('14', 'NUM')]",[],"[('los', 'el'), ('loci', 'loci'), ('de', 'de'), ('inmunoglobulinas', 'inmunoglobulina'), ('están', 'estar'), ('situados', 'situado'), ('en', 'en'), ('los', 'el'), ('cromosomas', 'cromosoma'), ('2', '2'), (',', ','), ('14', '14')]","[('los', 2, 'det'), ('loci', 6, 'nsubj'), ('de', 4, 'case'), ('inmunoglobulinas', 2, 'nmod'), ('están', 6, 'cop'), ('situados', 0, 'root'), ('en', 9, 'case'), ('los', 9, 'det'), ('cromosomas', 6, 'obl'), ('2', 9, 'nummod'), (',', 12, 'punct'), ('14', 10, 'conj')]"
M97,999,meronymie,Expression des parties locatives ou temporelles,environment,"ángulo mitad para que la dirección reflejada permanezca constante y penetre en el absorbente situado en la parte superior de la torre . Dentro de el receptor , los tubos",el absorbente situado en la parte,"['AMS', 'N5-MS', 'VC--SM', 'P', 'AFS', 'N5-6S']","['el', 'absorbente', 'situado', 'en', 'la', 'parte']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('el', 'DET'), ('absorbente', 'NOUN'), ('situado', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('parte', 'NOUN')]",[],"[('el', 'el'), ('absorbente', 'absorbente'), ('situado', 'situado'), ('en', 'en'), ('la', 'el'), ('parte', 'parte')]","[('el', 2, 'det'), ('absorbente', 0, 'root'), ('situado', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('parte', 3, 'obl')]"
M97,1000,meronymie,Expression des parties locatives ou temporelles,linguistics,"un volumen mínimo comparados con los impresos y también ofrecen acceso directo una vez instalados en el ordenador , pero la lectura tradicional artículo por artículo permanece en la consulta en pantalla","una vez instalados en el ordenador , pero","['E6--FS', 'N5-FS', 'VC--PM', 'P', 'AMS', 'N5-MS', 'Z', 'C']","['una', 'vez', 'instalados', 'en', 'el', 'ordenador', ',', 'pero']","['incertaine', 'non', nan, nan]",2.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,CM en surface,elévée,"[('una', 'DET'), ('vez', 'NOUN'), ('instalados', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('ordenador', 'NOUN'), (',', 'PUNCT'), ('pero', 'CCONJ')]",[],"[('una', 'uno'), ('vez', 'vez'), ('instalados', 'instalado'), ('en', 'en'), ('el', 'el'), ('ordenador', 'ordenador'), (',', ','), ('pero', 'pero')]","[('una', 2, 'det'), ('vez', 3, 'obl'), ('instalados', 0, 'root'), ('en', 6, 'case'), ('el', 6, 'det'), ('ordenador', 3, 'obl'), (',', 3, 'punct'), ('pero', 3, 'cc')]"
M97,1001,meronymie,Expression des parties locatives ou temporelles,law,"en la organización común de mercados correspondiente , en el nivel de los precios fijados en España a el término de la primera fase . En caso de que a",los precios fijados en España a,"['AMP', 'N5-MP', 'VC--PM', 'P', 'N4666', 'P']","['los', 'precios', 'fijados', 'en', 'España', 'a']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('los', 'DET'), ('precios', 'NOUN'), ('fijados', 'ADJ'), ('en', 'ADP'), ('España', 'PROPN'), ('a', 'ADP')]","[('España', 'LOC')]","[('los', 'el'), ('precios', 'precio'), ('fijados', 'fijado'), ('en', 'en'), ('España', 'España'), ('a', 'a')]","[('los', 2, 'det'), ('precios', 0, 'root'), ('fijados', 2, 'amod'), ('en', 5, 'case'), ('España', 3, 'obl'), ('a', 2, 'punct')]"
M97,1002,meronymie,Expression des parties locatives ou temporelles,general,"Berlín 186 . Los enclavamientos o puertos británicos en la ruta de las Indias estaba situados en Senegal , Gambia , Ghana y África_del_Sur ( Ciudad_del_Cabo ) . Estos puertos , entre otras","las Indias estaba situados en Senegal , Gambia ,","['AFP', 'N4666', 'VDA6S-', 'VC--PM', 'P', 'N4666', 'Z', 'N4666', 'Z']","['las', 'Indias', 'estaba', 'situados', 'en', 'Senegal', ',', 'Gambia', ',']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('las', 'DET'), ('Indias', 'PROPN'), ('estaba', 'AUX'), ('situados', 'ADJ'), ('en', 'ADP'), ('Senegal', 'PROPN'), (',', 'PUNCT'), ('Gambia', 'PROPN'), (',', 'PUNCT')]","[('Indias', 'LOC'), ('Senegal', 'LOC'), ('Gambia', 'LOC')]","[('las', 'el'), ('Indias', 'indias'), ('estaba', 'estar'), ('situados', 'situado'), ('en', 'en'), ('Senegal', 'senegal'), (',', ','), ('Gambia', 'gambia'), (',', ',')]","[('las', 2, 'det'), ('Indias', 4, 'nsubj'), ('estaba', 4, 'cop'), ('situados', 0, 'root'), ('en', 6, 'case'), ('Senegal', 4, 'obl'), (',', 8, 'punct'), ('Gambia', 6, 'appos'), (',', 4, 'punct')]"
M97,1003,meronymie,Expression des parties locatives ou temporelles,general,"encontraban cantantes como Alejandro_Sanz , Juan_Gabriel y Marco_Antonio_Solís_El_Auki . La mayoría de los invitados están alojados en los hoteles Flamingo_Xcaret , dentro de el parque , y en el hotel Le_Meridien , en Cancún","los invitados están alojados en los hoteles Flamingo_Xcaret , dentro","['AMP', 'N5-MP', 'VDR3P-', 'VC--PM', 'P', 'AMP', 'N5-MP', 'N4666', 'Z', 'D']","['los', 'invitados', 'están', 'alojados', 'en', 'los', 'hoteles', 'Flamingo_Xcaret', ',', 'dentro']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('los', 'DET'), ('invitados', 'NOUN'), ('están', 'AUX'), ('alojados', 'ADJ'), ('en', 'ADP'), ('los', 'DET'), ('hoteles', 'NOUN'), ('Flamingo_Xcaret', 'PROPN'), (',', 'PUNCT'), ('dentro', 'ADV')]","[('Flamingo_Xcaret', 'MISC')]","[('los', 'el'), ('invitados', 'invitado'), ('están', 'estar'), ('alojados', 'alojado'), ('en', 'en'), ('los', 'el'), ('hoteles', 'hotel'), ('Flamingo_Xcaret', 'flamingo_xcaret'), (',', ','), ('dentro', 'dentro')]","[('los', 2, 'det'), ('invitados', 4, 'nsubj'), ('están', 4, 'cop'), ('alojados', 0, 'root'), ('en', 7, 'case'), ('los', 7, 'det'), ('hoteles', 4, 'obl'), ('Flamingo_Xcaret', 7, 'appos'), (',', 10, 'punct'), ('dentro', 4, 'advmod')]"
M97,1004,meronymie,Expression des parties locatives ou temporelles,general,a Barcelona invitado por el Institut_Europeu_de_la_Mediterrània ( IEMed ) para hablar de el proyecto puesto en marcha en Marruecos para mejorar la preparción de los imanes . Es esa misma inquietud propia,el proyecto puesto en marcha en Marruecos para,"['AMS', 'N5-MS', 'VC--SM', 'P', 'N5-FS', 'P', 'N4666', 'P']","['el', 'proyecto', 'puesto', 'en', 'marcha', 'en', 'Marruecos', 'para']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('el', 'DET'), ('proyecto', 'NOUN'), ('puesto', 'ADJ'), ('en', 'ADP'), ('marcha', 'NOUN'), ('en', 'ADP'), ('Marruecos', 'PROPN'), ('para', 'ADP')]","[('Marruecos', 'LOC')]","[('el', 'el'), ('proyecto', 'proyecto'), ('puesto', 'puesto'), ('en', 'en'), ('marcha', 'marcha'), ('en', 'en'), ('Marruecos', 'marruecos'), ('para', 'para')]","[('el', 2, 'det'), ('proyecto', 0, 'root'), ('puesto', 2, 'amod'), ('en', 5, 'case'), ('marcha', 3, 'obl'), ('en', 7, 'case'), ('Marruecos', 3, 'obl'), ('para', 7, 'case')]"
M97,1005,meronymie,Expression des parties locatives ou temporelles,computer_science,contexto para facilitar y acelerar el proceso de configuración . No modifique el archivo NETINFO.CFG ubicado en el subdirectorio SYS:ETC . El fichero NETINFO.CFG contiene los comandos LOAD y BIND que ha configurado,el archivo NETINFO.CFG ubicado en el subdirectorio SYS:ETC .,"['AMS', 'N5-MS', 'W', 'VC--SM', 'P', 'AMS', 'N5-MS', 'W', 'Z']","['el', 'archivo', 'NETINFO.CFG', 'ubicado', 'en', 'el', 'subdirectorio', 'SYS:ETC', '.']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('el', 'DET'), ('archivo', 'NOUN'), ('NETINFO.CFG', 'PROPN'), ('ubicado', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('subdirectorio', 'NOUN'), ('SYS:ETC', 'PROPN'), ('.', 'PUNCT')]","[('NETINFO.CFG', 'MISC'), ('SYS:ETC', 'MISC')]","[('el', 'el'), ('archivo', 'archivo'), ('NETINFO.CFG', 'NETINFO.CFG'), ('ubicado', 'ubicado'), ('en', 'en'), ('el', 'el'), ('subdirectorio', 'subdirectorio'), ('SYS:ETC', 'SYS:ETC'), ('.', '.')]","[('el', 2, 'det'), ('archivo', 0, 'root'), ('NETINFO.CFG', 2, 'appos'), ('ubicado', 2, 'amod'), ('en', 7, 'case'), ('el', 7, 'det'), ('subdirectorio', 4, 'obl'), ('SYS:ETC', 7, 'appos'), ('.', 2, 'punct')]"
M97,1006,meronymie,Expression des parties locatives ou temporelles,environment,"soportales sobre pies derechos de madera , formados en ocasiones debajo de las viviendas situadas en las calles más representativas . Estos espacios semi-abiertos facilitaban la convivencia y el tránsito cuando",las viviendas situadas en las calles más,"['AFP', 'N5-FP', 'VC--PF', 'P', 'AFP', 'N5-FP', 'D']","['las', 'viviendas', 'situadas', 'en', 'las', 'calles', 'más']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Expression des parties locatives ou temporelles'],1.0,oui,,,,elévée,"[('las', 'DET'), ('viviendas', 'NOUN'), ('situadas', 'ADJ'), ('en', 'ADP'), ('las', 'DET'), ('calles', 'NOUN'), ('más', 'ADV')]",[],"[('las', 'el'), ('viviendas', 'vivienda'), ('situadas', 'situado'), ('en', 'en'), ('las', 'el'), ('calles', 'calle'), ('más', 'más')]","[('las', 2, 'det'), ('viviendas', 0, 'root'), ('situadas', 2, 'amod'), ('en', 6, 'case'), ('las', 6, 'det'), ('calles', 3, 'obl'), ('más', 6, 'advmod')]"
M97,1007,meronymie,Expression des parties locatives ou temporelles,economy,"integración económica canado-estadounidense y mexicano-estadounidense , determina la opción de Canadá Con la vista puesta en el proceso de globalización a nivel mundial y con la conciencia de la existencia de otros procesos",la vista puesta en el proceso de globalización a,"['AFS', 'N5-6S', 'N5-FS', 'P', 'AMS', 'N5-MS', 'P', 'N5-FS', 'P']","['la', 'vista', 'puesta', 'en', 'el', 'proceso', 'de', 'globalización', 'a']","['non', 'non', nan, nan]",0.0,non,['Expression des parties locatives ou temporelles'],1.0,,,,,elévée,"[('la', 'DET'), ('vista', 'NOUN'), ('puesta', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('proceso', 'NOUN'), ('de', 'ADP'), ('globalización', 'NOUN'), ('a', 'ADP')]",[],"[('la', 'el'), ('vista', 'vista'), ('puesta', 'puesto'), ('en', 'en'), ('el', 'el'), ('proceso', 'proceso'), ('de', 'de'), ('globalización', 'globalización'), ('a', 'a')]","[('la', 2, 'det'), ('vista', 0, 'root'), ('puesta', 2, 'amod'), ('en', 6, 'case'), ('el', 6, 'det'), ('proceso', 3, 'obl'), ('de', 8, 'case'), ('globalización', 6, 'nmod'), ('a', 2, 'amod')]"
